X;name.for.phylo;Family;Genus;Translation;Symbol
343;Alysicarpus_bupleurifolius;Fabaceae;Alysicarpus;Fabaceae.undiff;ALBU4
344;Alphitonia_carolinensis;Rhamnaceae;Alphitonia;Rhamnaceae;ALCA21
345;Althaea_cannabina;Malvaceae;Althaea;Malvaceae.undiff;ALCA25
346;Albizia_carbonaria;Fabaceae;Albizia;Fabaceae.undiff;ALCA8
347;Albizia_chinensis;Fabaceae;Albizia;Fabaceae.undiff;ALCH2
348;Alnus_cordata;Betulaceae;Alnus;Alnus;ALCO13
349;Alnus_×fallacina;Betulaceae;Alnus;Alnus;ALFA4
350;Albizia_ferruginea;Fabaceae;Albizia;Fabaceae.undiff;ALFE
351;Alchemilla_filicaulis;Rosaceae;Alchemilla;Rosaceae.undiff;ALFI5
352;Alchemilla_filicaulis;Rosaceae;Alchemilla;Rosaceae.undiff;ALFIF2
353;Alchemilla_filicaulis;Rosaceae;Alchemilla;Rosaceae.undiff;ALFIV
354;Alchorneopsis_floribunda;Euphorbiaceae;Alchorneopsis;Euphorbiaceae;ALFL3
355;Alysicarpus_glumaceus;Fabaceae;Alysicarpus;Fabaceae.undiff;ALGL15
356;Alnus_glutinosa;Betulaceae;Alnus;Alnus;ALGL2
357;Alchemilla_glabra;Rosaceae;Alchemilla;Rosaceae.undiff;ALGL4
358;Alchemilla_glomerulans;Rosaceae;Alchemilla;Rosaceae.undiff;ALGL6
359;Albizia_gummifera;Fabaceae;Albizia;Fabaceae.undiff;ALGU
360;Alhagi_Gagnebin;Fabaceae;Alhagi;Fabaceae.undiff;ALHAG
361;Althaea_hirsuta;Malvaceae;Althaea;Malvaceae.undiff;ALHI2
362;Allowissadula_holosericea;Malvaceae;Allowissadula;Malvaceae.undiff;ALHO4
363;Alnus_incana;Betulaceae;Alnus;Alnus;ALIN2
364;Alnus_incana;Betulaceae;Alnus;Alnus;ALINI2
365;Alnus_incana;Betulaceae;Alnus;Alnus;ALINR
366;Alnus_incana;Betulaceae;Alnus;Alnus;ALINT
367;Alnus_japonica;Betulaceae;Alnus;Alnus;ALJA8
368;Albizia_julibrissin;Fabaceae;Albizia;Fabaceae.undiff;ALJU
369;Albizia_kalkora;Fabaceae;Albizia;Fabaceae.undiff;ALKA2
370;Alkanna_Tausch;Boraginaceae;Alkanna;Boraginaceae;ALKAN
371;Alchornea_latifolia;Euphorbiaceae;Alchornea;Euphorbiaceae;ALLA
372;Alchemilla_lapeyrousii;Rosaceae;Alchemilla;Rosaceae.undiff;ALLA12
373;Albizia_lebbeck;Fabaceae;Albizia;Fabaceae.undiff;ALLE
374;Albizia_lebbekoides;Fabaceae;Albizia;Fabaceae.undiff;ALLE2
375;Allowissadula_lozanii;Malvaceae;Allowissadula;Malvaceae.undiff;ALLO2
376;Alhagi_maurorum;Fabaceae;Alhagi;Fabaceae.undiff;ALMA12
377;Alnus_maritima;Betulaceae;Alnus;Alnus;ALMA7
378;Aleurites_moluccanus;Euphorbiaceae;Aleurites;Euphorbiaceae;ALMO
379;Alchemilla_mollis;Rosaceae;Alchemilla;Rosaceae.undiff;ALMO12
380;Alchemilla_monticola;Rosaceae;Alchemilla;Rosaceae.undiff;ALMO4
381;Aleurites_moluccanus;Euphorbiaceae;Aleurites;Euphorbiaceae;ALMOK3
382;Alnus_nepalensis;Betulaceae;Alnus;Alnus;ALNE2
383;Alnus_oblongifolia;Betulaceae;Alnus;Alnus;ALOB2
384;Albizia_odoratissima;Fabaceae;Albizia;Fabaceae.undiff;ALOD
385;Althaea_officinalis;Malvaceae;Althaea;Malvaceae.undiff;ALOF2
386;Alysicarpus_ovalifolius;Fabaceae;Alysicarpus;Fabaceae.undiff;ALOV
387;Alcea_pallida;Malvaceae;Alcea;Malvaceae.undiff;ALPA24
388;Alnus_pendula;Betulaceae;Alnus;Alnus;ALPE10
389;Alphitonia_Reissek;Rhamnaceae;Alphitonia;Rhamnaceae;ALPHI
390;Alchorneopsis_portoricensis;Euphorbiaceae;Alchorneopsis;Euphorbiaceae;ALPO
391;Alphitonia_ponderosa;Rhamnaceae;Alphitonia;Rhamnaceae;ALPO3
392;Albizia_procera;Fabaceae;Albizia;Fabaceae.undiff;ALPR
393;Allosidastrum_pyramidatum;Malvaceae;Allosidastrum;Malvaceae.undiff;ALPY
394;Albizia_retusa;Fabaceae;Albizia;Fabaceae.undiff;ALRE
395;Alnus_rhombifolia;Betulaceae;Alnus;Alnus;ALRH2
396;Alcea_rosea;Malvaceae;Alcea;Malvaceae.undiff;ALRO3
397;Alnus_rubra;Betulaceae;Alnus;Alnus;ALRU2
398;Alysicarpus_rugosus;Fabaceae;Alysicarpus;Fabaceae.undiff;ALRU4
399;Albizia_saponaria;Fabaceae;Albizia;Fabaceae.undiff;ALSA10
400;Albizia_schimperiana;Fabaceae;Albizia;Fabaceae.undiff;ALSC11
401;Alnus_serrulata;Betulaceae;Alnus;Alnus;ALSE2
402;Alchemilla_sericata;Rosaceae;Alchemilla;Rosaceae.undiff;ALSE7
403;Alchemilla_subcrenata;Rosaceae;Alchemilla;Rosaceae.undiff;ALSU2
404;Alkanna_tinctoria;Boraginaceae;Alkanna;Boraginaceae;ALTI
405;Alnus_trabeculosa;Betulaceae;Alnus;Alnus;ALTR12
406;Alysicarpus_vaginalis;Fabaceae;Alysicarpus;Fabaceae.undiff;ALVA2
407;Alchemilla_venosa;Rosaceae;Alchemilla;Rosaceae.undiff;ALVE8
408;Alnus_viridis;Betulaceae;Alnus;Alnus;ALVI5
409;Alnus_viridis;Betulaceae;Alnus;Alnus;ALVIC
410;Alnus_viridis;Betulaceae;Alnus;Alnus;ALVIF
411;Alnus_viridis;Betulaceae;Alnus;Alnus;ALVIS
412;Alchemilla_wichurae;Rosaceae;Alchemilla;Rosaceae.undiff;ALWI
413;Albizia_zygia;Fabaceae;Albizia;Fabaceae.undiff;ALZY
414;Amelanchier_alnifolia;Rosaceae;Amelanchier;Rosaceae.undiff;AMAL2
415;Amelanchier_alnifolia;Rosaceae;Amelanchier;Rosaceae.undiff;AMALA
416;Amelanchier_alnifolia;Rosaceae;Amelanchier;Rosaceae.undiff;AMALC
417;Amelanchier_alnifolia;Rosaceae;Amelanchier;Rosaceae.undiff;AMALH
418;Amelanchier_alnifolia;Rosaceae;Amelanchier;Rosaceae.undiff;AMALS
419;Amelanchier_arborea;Rosaceae;Amelanchier;Rosaceae.undiff;AMAR3
420;Amelanchier_arborea;Rosaceae;Amelanchier;Rosaceae.undiff;AMARA3
421;Amelanchier_arborea;Rosaceae;Amelanchier;Rosaceae.undiff;AMARA4
422;Amelanchier_arborea;Rosaceae;Amelanchier;Rosaceae.undiff;AMARA5
423;Amelanchier_asiatica;Rosaceae;Amelanchier;Rosaceae.undiff;AMAS2
424;Amelanchier_bartramiana;Rosaceae;Amelanchier;Rosaceae.undiff;AMBA
425;Amphicarpaea_bracteata;Fabaceae;Amphicarpaea;Fabaceae.undiff;AMBR2
426;Amphicarpaea_bracteata;Fabaceae;Amphicarpaea;Fabaceae.undiff;AMBRB
427;Amphicarpaea_bracteata;Fabaceae;Amphicarpaea;Fabaceae.undiff;AMBRC
428;Amelanchier_canadensis;Rosaceae;Amelanchier;Rosaceae.undiff;AMCA4
429;Amorpha_californica;Fabaceae;Amorpha;Fabaceae.undiff;AMCA5
430;Amorpha_canescens;Fabaceae;Amorpha;Fabaceae.undiff;AMCA6
431;Amsinckia_carinata;Boraginaceae;Amsinckia;Boraginaceae;AMCA8
432;Amorpha_californica;Fabaceae;Amorpha;Fabaceae.undiff;AMCAC
433;Amorpha_californica;Fabaceae;Amorpha;Fabaceae.undiff;AMCAN
434;Amsinckia_douglasiana;Boraginaceae;Amsinckia;Boraginaceae;AMDO
435;Amsinckia_eastwoodiae;Boraginaceae;Amsinckia;Boraginaceae;AMEA2
436;Amorpha_fruticosa;Fabaceae;Amorpha;Fabaceae.undiff;AMFR
437;Amorpha_georgiana;Fabaceae;Amorpha;Fabaceae.undiff;AMGE
438;Amorpha_georgiana;Fabaceae;Amorpha;Fabaceae.undiff;AMGEC
439;Amorpha_georgiana;Fabaceae;Amorpha;Fabaceae.undiff;AMGEG
440;Amorpha_glabra;Fabaceae;Amorpha;Fabaceae.undiff;AMGL2
441;Amsinckia_grandiflora;Boraginaceae;Amsinckia;Boraginaceae;AMGR3
442;Amorpha_herbacea;Fabaceae;Amorpha;Fabaceae.undiff;AMHE
443;Amorpha_herbacea;Fabaceae;Amorpha;Fabaceae.undiff;AMHEC
444;Amorpha_herbacea;Fabaceae;Amorpha;Fabaceae.undiff;AMHEH
445;Amelanchier_humilis;Rosaceae;Amelanchier;Rosaceae.undiff;AMHU2
446;Amelanchier_interior;Rosaceae;Amelanchier;Rosaceae.undiff;AMIN2
447;Amelanchier_×intermedia;Rosaceae;Amelanchier;Rosaceae.undiff;AMIN4
448;x_Amelasorbus_jackii;Rosaceae;x_Amelasorbus;Rosaceae.undiff;AMJA
449;Amelanchier_laevis;Rosaceae;Amelanchier;Rosaceae.undiff;AMLA
450;Amorpha_laevigata;Fabaceae;Amorpha;Fabaceae.undiff;AMLA2
451;Amelanchier_lamarckii;Rosaceae;Amelanchier;Rosaceae.undiff;AMLA9
452;Amsinckia_lunaris;Boraginaceae;Amsinckia;Boraginaceae;AMLU
453;Amsinckia_lycopsoides;Boraginaceae;Amsinckia;Boraginaceae;AMLY
454;Amsinckia_menziesii;Boraginaceae;Amsinckia;Boraginaceae;AMME
455;Amsinckia_menziesii;Boraginaceae;Amsinckia;Boraginaceae;AMMEI2
456;Amsinckia_menziesii;Boraginaceae;Amsinckia;Boraginaceae;AMMEM2
457;Amorpha_nana;Fabaceae;Amorpha;Fabaceae.undiff;AMNA
458;Amelanchier_nantucketensis;Rosaceae;Amelanchier;Rosaceae.undiff;AMNA2
459;Amelanchier_×neglecta;Rosaceae;Amelanchier;Rosaceae.undiff;AMNE
460;Amorpha_nitens;Fabaceae;Amorpha;Fabaceae.undiff;AMNI
461;Amorpha_×notha;Fabaceae;Amorpha;Fabaceae.undiff;AMNO
462;Amelanchier_obovalis;Rosaceae;Amelanchier;Rosaceae.undiff;AMOB2
463;Amorpha_ouachitensis;Fabaceae;Amorpha;Fabaceae.undiff;AMOU
464;Amelanchier_ovalis;Rosaceae;Amelanchier;Rosaceae.undiff;AMOV2
465;Amelanchier_pallida;Rosaceae;Amelanchier;Rosaceae.undiff;AMPA2
466;Amorpha_paniculata;Fabaceae;Amorpha;Fabaceae.undiff;AMPA4
467;Amphicarpaea_Elliott;Fabaceae;Amphicarpaea;Fabaceae.undiff;AMPHI4
468;Amelanchier_pumila;Rosaceae;Amelanchier;Rosaceae.undiff;AMPU5
469;Amelanchier_×quinti-martii;Rosaceae;Amelanchier;Rosaceae.undiff;AMQU
470;Amorpha_roemeriana;Fabaceae;Amorpha;Fabaceae.undiff;AMRO2
471;Amelanchier_sanguinea;Rosaceae;Amelanchier;Rosaceae.undiff;AMSA
472;Amelanchier_sanguinea;Rosaceae;Amelanchier;Rosaceae.undiff;AMSAG
473;Amelanchier_sanguinea;Rosaceae;Amelanchier;Rosaceae.undiff;AMSAS
474;Amorpha_schwerinii;Fabaceae;Amorpha;Fabaceae.undiff;AMSC2
475;Amsinckia_spectabilis;Boraginaceae;Amsinckia;Boraginaceae;AMSP3
476;Amelanchier_stolonifera;Rosaceae;Amelanchier;Rosaceae.undiff;AMST80
477;Amsinckia_tessellata;Boraginaceae;Amsinckia;Boraginaceae;AMTE3
478;Amsinckia_tessellata;Boraginaceae;Amsinckia;Boraginaceae;AMTEG
479;Amsinckia_tessellata;Boraginaceae;Amsinckia;Boraginaceae;AMTET
480;Amelanchier_utahensis;Rosaceae;Amelanchier;Rosaceae.undiff;AMUT
481;Amelanchier_utahensis;Rosaceae;Amelanchier;Rosaceae.undiff;AMUTC2
482;Amelanchier_utahensis;Rosaceae;Amelanchier;Rosaceae.undiff;AMUTU
483;Amsinckia_vernicosa;Boraginaceae;Amsinckia;Boraginaceae;AMVE
484;Amsinckia_vernicosa;Boraginaceae;Amsinckia;Boraginaceae;AMVEF
485;Amsinckia_vernicosa;Boraginaceae;Amsinckia;Boraginaceae;AMVEV
486;Anoda_abutiloides;Malvaceae;Anoda;Malvaceae.undiff;ANAB
487;Antopetitia_abyssinica;Fabaceae;Antopetitia;Fabaceae.undiff;ANAB2
488;Anchusa_arvensis;Boraginaceae;Anchusa;Boraginaceae;ANAR16
489;Anchusa_azurea;Boraginaceae;Anchusa;Boraginaceae;ANAZ
490;Anchusa_barrelieri;Boraginaceae;Anchusa;Boraginaceae;ANBA3
491;Antidesma_bunius;Euphorbiaceae;Antidesma;Euphorbiaceae;ANBU3
492;Anchusa_capensis;Boraginaceae;Anchusa;Boraginaceae;ANCA29
493;Anisodontea_capensis;Malvaceae;Anisodontea;Malvaceae.undiff;ANCA46
494;Anthyllis_cornicina;Fabaceae;Anthyllis;Fabaceae.undiff;ANCO36
495;Anoda_crenatiflora;Malvaceae;Anoda;Malvaceae.undiff;ANCR
496;Anoda_cristata;Malvaceae;Anoda;Malvaceae.undiff;ANCR2
497;Anthyllis_cytisoides;Fabaceae;Anthyllis;Fabaceae.undiff;ANCY3
498;Antidesma_dallachyanum;Euphorbiaceae;Antidesma;Euphorbiaceae;ANDA2
499;Antiphytum_floribundum;Boraginaceae;Antiphytum;Boraginaceae;ANFL3
500;Antigonon_flavescens;Polygonaceae;Antigonon;Polygonaceae.undiff;ANFL8
501;Antigonon_guatemalense;Polygonaceae;Antigonon;Polygonaceae.undiff;ANGU
502;Antiphytum_heliotropioides;Boraginaceae;Antiphytum;Boraginaceae;ANHE4
503;Andira_inermis;Fabaceae;Andira;Fabaceae.undiff;ANIN
504;Andromeda_×jamesiana;Ericaceae;Andromeda;Ericaceae.undiff;ANJA4
505;Antidesma_×kapuae;Euphorbiaceae;Antidesma;Euphorbiaceae;ANKA
506;Anoda_lanceolata;Malvaceae;Anoda;Malvaceae.undiff;ANLA4
507;Antigonon_leptopus;Polygonaceae;Antigonon;Polygonaceae.undiff;ANLE4
508;Anthyllis_lotoides;Fabaceae;Anthyllis;Fabaceae.undiff;ANLO6
509;Antenoron_neofiliforme;Polygonaceae;Antenoron;Polygonaceae.undiff;ANNE10
510;Anacardium_occidentale;Anacardiaceae;Anacardium;Anacardiaceae;ANOC
511;Anchusa_officinalis;Boraginaceae;Anchusa;Boraginaceae;ANOF
512;Anadenanthera_peregrina;Fabaceae;Anadenanthera;Fabaceae.undiff;ANPE13
513;Anoda_pentaschista;Malvaceae;Anoda;Malvaceae.undiff;ANPE4
514;Antidesma_platyphyllum;Euphorbiaceae;Antidesma;Euphorbiaceae;ANPL2
515;Antidesma_platyphyllum;Euphorbiaceae;Antidesma;Euphorbiaceae;ANPLH2
516;Antidesma_platyphyllum;Euphorbiaceae;Antidesma;Euphorbiaceae;ANPLP
517;Andromeda_polifolia;Ericaceae;Andromeda;Ericaceae.undiff;ANPO
518;Andromeda_polifolia;Ericaceae;Andromeda;Ericaceae.undiff;ANPOG
519;Andromeda_polifolia;Ericaceae;Andromeda;Ericaceae.undiff;ANPOP
520;Antidesma_pulvinatum;Euphorbiaceae;Antidesma;Euphorbiaceae;ANPU2
521;Anoda_reticulata;Malvaceae;Anoda;Malvaceae.undiff;ANRE2
522;Anoda_thurberi;Malvaceae;Anoda;Malvaceae.undiff;ANTH3
523;Anthyllis_vulneraria;Fabaceae;Anthyllis;Fabaceae.undiff;ANVU
524;Anthyllis_vulneraria;Fabaceae;Anthyllis;Fabaceae.undiff;ANVUM
525;Anthyllis_vulneraria;Fabaceae;Anthyllis;Fabaceae.undiff;ANVUP
526;Apios_americana;Fabaceae;Apios;Fabaceae.undiff;APAM
527;Aphanes_arvensis;Rosaceae;Aphanes;Rosaceae.undiff;APAR2
528;Aphanes_microcarpa;Rosaceae;Aphanes;Rosaceae.undiff;APMI
529;Apios_priceana;Fabaceae;Apios;Fabaceae.undiff;APPR
530;Argythamnia_adenophora;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARAD2
531;Archontophoenix_alexandrae;Arecaceae;Archontophoenix;Arecaceae;ARAL
532;Arctostaphylos_alpina;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARAL2
533;Artocarpus_altilis;Moraceae;Artocarpus;Moraceae;ARAL4
534;Artocarpus_altilis;Moraceae;Artocarpus;Moraceae;ARAL7
535;Arctostaphylos_alpina;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARALA7
536;Arctostaphylos_andersonii;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARAN2
537;Argentina_anserina;Rosaceae;Argentina;Rosaceae.undiff;ARAN7
538;Argythamnia_aphoroides;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARAP
539;Arbutus_arizonica;Ericaceae;Arbutus;Ericaceae.undiff;ARAR2
540;Argyrolobium_arabicum;Fabaceae;Argyrolobium;Fabaceae.undiff;ARAR30
541;Argythamnia_argyraea;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARAR5
542;Aronia_arbutifolia;Rosaceae;Aronia;Rosaceae.undiff;ARAR7
543;Argythamnia_astroplethos;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARAS4
544;Arctostaphylos_auriculata;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARAU
545;Arctostaphylos_australis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARAU7
546;Arctostaphylos_bakeri;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARBA4
547;Arctostaphylos_bakeri;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARBAB
548;Arctostaphylos_bakeri;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARBAS
549;Arctostaphylos_×benitoensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARBE3
550;Arachis_benthamii;Fabaceae;Arachis;Fabaceae.undiff;ARBE6
551;Argythamnia_blodgettii;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARBL2
552;Arctostaphylos_bolensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARBO9
553;Argythamnia_brandegeei;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARBR3
554;Argythamnia_brandegeei;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARBRB3
555;Argythamnia_brandegeei;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARBRI
556;Arachis_burkartii;Fabaceae;Arachis;Fabaceae.undiff;ARBU5
557;Argythamnia_californica;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARCA19
558;Argythamnia_candicans;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARCA20
559;Arctostaphylos_catalinae;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARCA21
560;Arctostaphylos_×campbelliae;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARCA33
561;Areca_catechu;Arecaceae;Areca;Arecaceae;ARCA41
562;Arctostaphylos_canescens;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARCA5
563;Arctostaphylos_canescens;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARCAC7
564;Arctostaphylos_canescens;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARCAS3
565;Arctostaphylos_×cinerea;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARCI
566;Argythamnia_claryana;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARCL2
567;Arctostaphylos_confertiflora;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARCO13
568;Arctostaphylos_×coloradensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARCO23
569;Arctostaphylos_columbiana;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARCO3
570;Arctostaphylos_cruzensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARCR6
571;Argythamnia_cyanophylla;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARCY
572;Arctostaphylos_densiflora;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARDE2
573;Aruncus_dioicus;Rosaceae;Aruncus;Rosaceae.undiff;ARDI8
574;Aruncus_dioicus;Rosaceae;Aruncus;Rosaceae.undiff;ARDIA
575;Aruncus_dioicus;Rosaceae;Aruncus;Rosaceae.undiff;ARDID2
576;Aruncus_dioicus;Rosaceae;Aruncus;Rosaceae.undiff;ARDIP
577;Aruncus_dioicus;Rosaceae;Aruncus;Rosaceae.undiff;ARDIV
578;Arecastrum_(Drude);Arecaceae;Arecastrum;Arecaceae;ARECA2
579;Arctostaphylos_edmundsii;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARED
580;Argentina_egedii;Rosaceae;Argentina;Rosaceae.undiff;AREG
581;Argentina_egedii;Rosaceae;Argentina;Rosaceae.undiff;AREGE
582;Argentina_egedii;Rosaceae;Argentina;Rosaceae.undiff;AREGG
583;Artocarpus_elasticus;Moraceae;Artocarpus;Moraceae;AREL9
584;Argythamnia_fasciculata;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARFA
585;Arctostaphylos_gabrielensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARGA4
586;Arctostaphylos_gabilanensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARGA5
587;Argentina_Hill;Rosaceae;Argentina;Rosaceae.undiff;ARGEN
588;Arachis_glabrata;Fabaceae;Arachis;Fabaceae.undiff;ARGL18
589;Arctostaphylos_glandulosa;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARGL3
590;Arctostaphylos_glauca;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARGL4
591;Arctostaphylos_glutinosa;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARGL5
592;Arctostaphylos_glandulosa;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARGLA2
593;Arctostaphylos_glandulosa;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARGLC4
594;Arctostaphylos_glandulosa;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARGLG3
595;Arctostaphylos_glandulosa;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARGLG4
596;Arctostaphylos_glandulosa;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARGLM2
597;Arctostaphylos_glandulosa;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARGLZ2
598;Argusia_gnaphalodes;Boraginaceae;Argusia;Boraginaceae;ARGN2
599;Argusia_Boehmer;Boraginaceae;Argusia;Boraginaceae;ARGUS
600;Arachis_hagenbeckii;Fabaceae;Arachis;Fabaceae.undiff;ARHA10
601;Artocarpus_heterophyllus;Moraceae;Artocarpus;Moraceae;ARHE2
602;Arctostaphylos_×helleri;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARHE4
603;Arctostaphylos_hispidula;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARHI5
604;Artocarpus_hirsutus;Moraceae;Artocarpus;Moraceae;ARHI7
605;Arctostaphylos_hookeri;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARHO3
606;Arctostaphylos_hooveri;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARHO7
607;Arctostaphylos_hookeri;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARHOF
608;Arctostaphylos_hookeri;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARHOH
609;Arctostaphylos_hookeri;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARHOH4
610;Arctostaphylos_hookeri;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARHOM
611;Arctostaphylos_hookeri;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARHOR2
612;Argythamnia_humilis;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARHU5
613;Argythamnia_humilis;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARHUH
614;Argythamnia_humilis;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARHUL
615;Argythamnia_humilis;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARHUL2
616;Arachis_hypogaea;Fabaceae;Arachis;Fabaceae.undiff;ARHY
617;Arctostaphylos_imbricata;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARIM
618;Aristocapsa_insignis;Polygonaceae;Aristocapsa;Polygonaceae.undiff;ARIN12
619;Artocarpus_integer;Moraceae;Artocarpus;Moraceae;ARIN17
620;Arctostaphylos_insularis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARIN2
621;Aristocapsa_Reveal;Polygonaceae;Aristocapsa;Polygonaceae.undiff;ARIST4
622;Arctostaphylos_×jepsonii;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARJE
623;Arctostaphylos_klamathensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARKL
624;Argythamnia_lanceolata;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARLA12
625;Arctostaphylos_×laxiflora;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARLA21
626;Arctostaphylos_luciana;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARLU4
627;Arctostaphylos_manzanita;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMA
628;Artocarpus_mariannensis;Moraceae;Artocarpus;Moraceae;ARMA28
629;Argyrolobium_marginatum;Fabaceae;Argyrolobium;Fabaceae.undiff;ARMA30
630;Arctostaphylos_malloryi;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMA31
631;Arctostaphylos_manzanita;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMAE
632;Arctostaphylos_manzanita;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMAG
633;Arctostaphylos_manzanita;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMAL
634;Arctostaphylos_manzanita;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMAM2
635;Arctostaphylos_manzanita;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMAR
636;Arctostaphylos_manzanita;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMAW
637;Arbutus_menziesii;Ericaceae;Arbutus;Ericaceae.undiff;ARME
638;Arctostaphylos_mewukka;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARME3
639;Argythamnia_mercurialina;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARME5
640;Aronia_melanocarpa;Rosaceae;Aronia;Rosaceae.undiff;ARME6
641;Arctostaphylos_×media;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARME7
642;Arctostaphylos_mendocinoensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARME8
643;Argythamnia_mercurialina;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARMEM
644;Arctostaphylos_mewukka;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMEM2
645;Argythamnia_mercurialina;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARMEP
646;Arctostaphylos_mewukka;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMET
647;Arctostaphylos_moranii;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMO12
648;Arctostaphylos_morroensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMO2
649;Arctostaphylos_montaraensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMO5
650;Arctostaphylos_montereyensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMO6
651;Arachis_monticola;Fabaceae;Arachis;Fabaceae.undiff;ARMO9
652;Arctostaphylos_myrtifolia;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARMY
653;Arctostaphylos_nevadensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARNE
654;Argythamnia_neomexicana;Euphorbiaceae;Argythamnia;Euphorbiaceae;ARNE2
655;Arctostaphylos_nissenana;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARNI4
656;Arctostaphylos_nortensis;Ericaceae;Arctostaphylos;Ericaceae.undiff;ARNO6
